Directory,Query_ID,System,NDCG@10,Recall@10,Accuracy@1,Complexity,Ling_Comp,Sem_Comp,Mod_Comp,Ctx_Comp
163,163_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
163,163_4,vector_only,0.3562071871080222,1.0,0.0,Simple,Medium,Low,Low,Low
163,163_4,fixed_rrf,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
163,163_4,qalf,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
164,164_0,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Low,Medium
164,164_0,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Low,Medium
164,164_0,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Low,Medium
164,164_1,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Low,Low,Medium
164,164_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
164,164_1,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
164,164_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
164,164_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
164,164_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
164,164_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
164,164_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
164,164_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
165,165_0,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
165,165_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
165,165_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
165,165_1,vector_only,0.38685280723454163,1.0,0.0,Complex,High,Low,Low,Low
165,165_1,fixed_rrf,0.43067655807339306,1.0,0.0,Complex,High,Low,Low,Low
165,165_1,qalf,0.43067655807339306,1.0,0.0,Complex,High,Low,Low,Low
165,165_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
165,165_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
165,165_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
165,165_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
165,165_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
165,165_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
166,166_0,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Medium,Low,Low
166,166_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
166,166_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
166,166_1,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Low
166,166_1,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
166,166_1,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
166,166_2,vector_only,1.0,1.0,1.0,Complex,High,Medium,Low,Low
166,166_2,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
166,166_2,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
166,166_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
166,166_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
166,166_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
166,166_4,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
166,166_4,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
166,166_4,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
167,167_0,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
167,167_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
167,167_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
167,167_1,vector_only,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
167,167_1,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
167,167_1,qalf,0.0,0.0,0.0,Complex,High,Medium,Low,Medium
167,167_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
167,167_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
167,167_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
167,167_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
167,167_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
167,167_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
167,167_4,vector_only,0.0,0.0,0.0,Complex,High,Medium,Low,Medium
167,167_4,fixed_rrf,0.0,0.0,0.0,Complex,High,Medium,Low,Medium
167,167_4,qalf,0.0,0.0,0.0,Complex,High,Medium,Low,Medium
168,168_0,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
168,168_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
168,168_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
168,168_1,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
168,168_1,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
168,168_1,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
168,168_2,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
168,168_2,fixed_rrf,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
168,168_2,qalf,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
168,168_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
168,168_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
168,168_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
169,169_0,vector_only,0.6309297535714575,1.0,0.0,Simple,Low,Low,Low,Low
169,169_0,fixed_rrf,0.6309297535714575,1.0,0.0,Simple,Low,Low,Low,Low
169,169_0,qalf,1.0,1.0,1.0,Simple,Low,Low,Low,Low
169,169_1,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Low
169,169_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
169,169_1,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
169,169_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
169,169_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
169,169_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
169,169_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
169,169_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
169,169_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
17,17_0,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Low,Medium,Low
17,17_0,fixed_rrf,0.3010299956639812,1.0,0.0,Complex,Medium,Low,Medium,Low
17,17_0,qalf,0.38685280723454163,1.0,0.0,Complex,Medium,Low,Medium,Low
17,17_1,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
17,17_1,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
17,17_1,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
17,17_2,vector_only,1.0,1.0,1.0,Complex,High,High,Medium,Medium
17,17_2,fixed_rrf,1.0,1.0,1.0,Complex,High,High,Medium,Medium
17,17_2,qalf,1.0,1.0,1.0,Complex,High,High,Medium,Medium
17,17_3,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
17,17_3,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
17,17_3,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Medium
17,17_4,vector_only,1.0,1.0,1.0,Complex,High,Medium,Medium,Low
17,17_4,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Medium,Low
17,17_4,qalf,1.0,1.0,1.0,Complex,High,Medium,Medium,Low
17,17_5,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
17,17_5,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
17,17_5,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
17,17_6,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
17,17_6,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
17,17_6,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
17,17_7,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
17,17_7,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
17,17_7,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Medium
17,17_8,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
17,17_8,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
17,17_8,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
17,17_9,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
17,17_9,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
17,17_9,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
170,170_0,vector_only,0.5,1.0,0.0,Complex,Medium,High,Low,Medium
170,170_0,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,High,Low,Medium
170,170_0,qalf,1.0,1.0,1.0,Complex,Medium,High,Low,Medium
170,170_1,vector_only,0.5,1.0,0.0,Simple,Medium,Low,Low,Low
170,170_1,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
170,170_1,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
170,170_2,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Low,Low,Medium
170,170_2,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
170,170_2,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
170,170_3,vector_only,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
170,170_3,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
170,170_3,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
170,170_4,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Low,Low,Medium
170,170_4,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
170,170_4,qalf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
170,170_5,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
170,170_5,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
170,170_5,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
170,170_6,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
170,170_6,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
170,170_6,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
171,171_0,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
171,171_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
171,171_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
171,171_1,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
171,171_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
171,171_1,qalf,0.5,1.0,0.0,Complex,Medium,Medium,Low,Medium
171,171_2,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
171,171_2,fixed_rrf,0.3562071871080222,1.0,0.0,Complex,Medium,Medium,Low,Medium
171,171_2,qalf,0.3562071871080222,1.0,0.0,Complex,Medium,Medium,Low,Medium
171,171_3,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
171,171_3,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
171,171_3,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
171,171_4,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Medium
171,171_4,fixed_rrf,0.3333333333333333,1.0,0.0,Complex,Medium,Medium,Low,Medium
171,171_4,qalf,0.3333333333333333,1.0,0.0,Complex,Medium,Medium,Low,Medium
171,171_5,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
171,171_5,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
171,171_5,qalf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
171,171_6,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
171,171_6,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
171,171_6,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
172,172_0,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Medium
172,172_0,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Medium
172,172_0,qalf,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Medium
172,172_1,vector_only,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
172,172_1,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
172,172_1,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
172,172_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
172,172_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
172,172_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
172,172_3,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
172,172_3,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
172,172_3,qalf,0.0,0.0,0.0,Complex,Medium,Low,Low,Medium
172,172_4,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
172,172_4,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
172,172_4,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
173,173_0,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Low
173,173_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
173,173_0,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
173,173_1,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Medium
173,173_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
173,173_1,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
173,173_2,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Low
173,173_2,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
173,173_2,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
173,173_3,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Medium
173,173_3,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Medium
173,173_3,qalf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Medium
173,173_4,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
173,173_4,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
173,173_4,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
174,174_0,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
174,174_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
174,174_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Medium,Low
174,174_1,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
174,174_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
174,174_1,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
174,174_2,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Low
174,174_2,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
174,174_2,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
174,174_3,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Medium
174,174_3,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Medium
174,174_3,qalf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Medium
174,174_4,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
174,174_4,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
174,174_4,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
174,174_5,vector_only,0.0,0.0,0.0,Complex,High,Medium,Low,Medium
174,174_5,fixed_rrf,0.0,0.0,0.0,Complex,High,Medium,Low,Medium
174,174_5,qalf,0.0,0.0,0.0,Complex,High,Medium,Low,Medium
175,175_0,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
175,175_0,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
175,175_0,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
175,175_1,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
175,175_1,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
175,175_1,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
175,175_2,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
175,175_2,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
175,175_2,qalf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
176,176_0,vector_only,0.43067655807339306,1.0,0.0,Complex,High,Medium,Low,Low
176,176_0,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
176,176_0,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
176,176_1,vector_only,1.0,1.0,1.0,Complex,High,High,Low,Medium
176,176_1,fixed_rrf,1.0,1.0,1.0,Complex,High,High,Low,Medium
176,176_1,qalf,1.0,1.0,1.0,Complex,High,High,Low,Medium
176,176_2,vector_only,0.43067655807339306,1.0,0.0,Complex,Medium,Medium,Low,Medium
176,176_2,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
176,176_2,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
176,176_3,vector_only,1.0,1.0,1.0,Complex,High,Low,Low,Medium
176,176_3,fixed_rrf,1.0,1.0,1.0,Complex,High,Low,Low,Medium
176,176_3,qalf,1.0,1.0,1.0,Complex,High,Low,Low,Medium
176,176_4,vector_only,0.43067655807339306,1.0,0.0,Simple,Medium,Low,Low,Low
176,176_4,fixed_rrf,0.31546487678572877,1.0,0.0,Simple,Medium,Low,Low,Low
176,176_4,qalf,0.3333333333333333,1.0,0.0,Simple,Medium,Low,Low,Low
176,176_5,vector_only,1.0,1.0,1.0,Complex,Medium,High,Low,Medium
176,176_5,fixed_rrf,1.0,1.0,1.0,Complex,Medium,High,Low,Medium
176,176_5,qalf,1.0,1.0,1.0,Complex,Medium,High,Low,Medium
176,176_6,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Low
176,176_6,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
176,176_6,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
176,176_7,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
176,176_7,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
176,176_7,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
176,176_8,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
176,176_8,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
176,176_8,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Medium
176,176_9,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
176,176_9,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
176,176_9,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
176,176_10,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
176,176_10,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
176,176_10,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
177,177_0,vector_only,0.43067655807339306,1.0,0.0,Complex,High,Medium,Low,Medium
177,177_0,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
177,177_0,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
177,177_1,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Medium
177,177_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
177,177_1,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
177,177_2,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
177,177_2,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
177,177_2,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
177,177_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
177,177_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
177,177_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
178,178_0,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Low
178,178_0,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
178,178_0,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Low
178,178_1,vector_only,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
178,178_1,fixed_rrf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
178,178_1,qalf,1.0,1.0,1.0,Complex,High,Medium,Low,Medium
178,178_2,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
178,178_2,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
178,178_2,qalf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
178,178_3,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
178,178_3,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
178,178_3,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
178,178_4,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
178,178_4,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
178,178_4,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
179,179_0,vector_only,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
179,179_0,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
179,179_0,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
179,179_1,vector_only,0.0,0.0,0.0,Simple,Low,Low,Low,Low
179,179_1,fixed_rrf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
179,179_1,qalf,0.0,0.0,0.0,Simple,Low,Low,Low,Low
179,179_2,vector_only,0.3333333333333333,1.0,0.0,Complex,Medium,Medium,Low,Medium
179,179_2,fixed_rrf,0.43067655807339306,1.0,0.0,Complex,Medium,Medium,Low,Medium
179,179_2,qalf,0.0,0.0,0.0,Complex,Medium,Medium,Low,Medium
179,179_3,vector_only,0.5,1.0,0.0,Simple,Low,Low,Low,Low
179,179_3,fixed_rrf,1.0,1.0,1.0,Simple,Low,Low,Low,Low
179,179_3,qalf,1.0,1.0,1.0,Simple,Low,Low,Low,Low
179,179_4,vector_only,0.38685280723454163,1.0,0.0,Complex,Medium,Medium,Low,Medium
179,179_4,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
179,179_4,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Medium
179,179_5,vector_only,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
179,179_5,fixed_rrf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
179,179_5,qalf,0.0,0.0,0.0,Simple,Medium,Low,Low,Low
179,179_6,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
179,179_6,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
179,179_6,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Low,Low
179,179_7,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
179,179_7,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
179,179_7,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
18,18_0,vector_only,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
18,18_0,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
18,18_0,qalf,1.0,1.0,1.0,Complex,Medium,Low,Low,Medium
18,18_1,vector_only,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
18,18_1,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
18,18_1,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
18,18_2,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
18,18_2,fixed_rrf,0.5,1.0,0.0,Simple,Medium,Low,Low,Low
18,18_2,qalf,0.5,1.0,0.0,Simple,Medium,Low,Low,Low
18,18_3,vector_only,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
18,18_3,fixed_rrf,0.0,0.0,0.0,Complex,Medium,Low,Medium,Low
18,18_3,qalf,0.2890648263178879,1.0,0.0,Complex,Medium,Low,Medium,Low
18,18_4,vector_only,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Medium,Low
18,18_4,fixed_rrf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
18,18_4,qalf,1.0,1.0,1.0,Complex,Medium,Medium,Medium,Low
18,18_5,vector_only,0.5,1.0,0.0,Simple,Low,Low,Medium,Low
18,18_5,fixed_rrf,0.38685280723454163,1.0,0.0,Simple,Low,Low,Medium,Low
18,18_5,qalf,0.0,0.0,0.0,Simple,Low,Low,Medium,Low
18,18_6,vector_only,0.0,0.0,0.0,Simple,Low,Medium,Low,Low
18,18_6,fixed_rrf,0.0,0.0,0.0,Simple,Low,Medium,Low,Low
18,18_6,qalf,0.0,0.0,0.0,Simple,Low,Medium,Low,Low
180,180_0,vector_only,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Low
180,180_0,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Low
180,180_0,qalf,0.6309297535714575,1.0,0.0,Complex,High,Medium,Low,Low
180,180_1,vector_only,0.5,1.0,0.0,Simple,Medium,Low,Low,Low
180,180_1,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
180,180_1,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
181,181_0,vector_only,0.5,1.0,0.0,Complex,Medium,Medium,Low,Medium
181,181_0,fixed_rrf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
181,181_0,qalf,0.6309297535714575,1.0,0.0,Complex,Medium,Medium,Low,Medium
181,181_1,vector_only,0.5,1.0,0.0,Simple,Low,Low,Low,Low
181,181_1,fixed_rrf,1.0,1.0,1.0,Simple,Low,Low,Low,Low
181,181_1,qalf,1.0,1.0,1.0,Simple,Low,Low,Low,Low
181,181_2,vector_only,0.3562071871080222,1.0,0.0,Simple,Medium,Low,Low,Low
181,181_2,fixed_rrf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
181,181_2,qalf,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
182,182_0,vector_only,1.0,1.0,1.0,Simple,Medium,Low,Low,Low
182,182_0,fixed_rrf,0.6309297535714575,1.0,0.0,Simple,Medium,Low,Low,Low
